,median_house_value
16405,125000.0
16406,130900.0
16407,130400.0
16408,59000.0
16409,99700.0
16410,150000.0
16411,121400.0
16412,76900.0
16413,146900.0
16414,137500.0
16415,158300.0
16416,55700.0
16417,83600.0
16418,104000.0
16419,125000.0
16420,162500.0
16421,103100.0
16422,162500.0
16423,162500.0
16424,156300.0
16425,123500.0
16426,96300.0
16427,185700.0
16428,240800.0
16429,186900.0
16430,147200.0
16431,130100.0
16432,178100.0
16433,202800.0
16434,230000.0
16435,155000.0
16436,175000.0
16437,204500.0
16438,152800.0
16439,127400.0
16440,120700.0
16441,101800.0
16442,110800.0
16443,113500.0
16444,116700.0
16445,131800.0
16446,175300.0
16447,99500.0
16448,86900.0
16449,137500.0
16450,128800.0
16451,143200.0
16452,114100.0
16453,98200.0
16454,125400.0
16455,110700.0
16456,108000.0
16457,154800.0
16458,153700.0
16459,132500.0
16460,229300.0
16461,171700.0
16462,103000.0
16463,136800.0
16464,120100.0
16465,133100.0
16466,163300.0
16467,70700.0
16468,87800.0
16469,68800.0
16470,73800.0
16471,91100.0
16472,150900.0
16473,115100.0
16474,133300.0
16475,116800.0
16476,82900.0
16477,83100.0
16478,113000.0
16479,151200.0
16480,244200.0
16481,146700.0
16482,122500.0
16483,113900.0
16484,200000.0
16485,174200.0
16486,166300.0
16487,105000.0
16488,165200.0
16489,161100.0
16490,176900.0
16491,156500.0
16492,187500.0
16493,152200.0
16494,158900.0
16495,113400.0
16496,141300.0
16497,110900.0
16498,141900.0
16499,157600.0
16500,200000.0
16501,169400.0
16502,97100.0
16503,90900.0
16504,102200.0
16505,134600.0
16506,125900.0
16507,182700.0
16508,149000.0
16509,192100.0
16510,139000.0
16511,182400.0
16512,165600.0
16513,126100.0
16514,94400.0
16515,91900.0
16516,124300.0
16517,94200.0
16518,120800.0
16519,101800.0
16520,96900.0
16521,99200.0
16522,172100.0
16523,135300.0
16524,130800.0
16525,101500.0
16526,101800.0
16527,163900.0
16528,111800.0
16529,197600.0
16530,161400.0
16531,212500.0
16532,175000.0
16533,112500.0
16534,106300.0
16535,158300.0
16536,195000.0
16537,173900.0
16538,74100.0
16539,105000.0
16540,101900.0
16541,117900.0
16542,169400.0
16543,116800.0
16544,130800.0
16545,161000.0
16546,137100.0
16547,121500.0
16548,141500.0
16549,149300.0
16550,138500.0
16551,155300.0
16552,155700.0
16553,157900.0
16554,120000.0
16555,179200.0
16556,475000.0
16557,127500.0
16558,86300.0
16559,119400.0
16560,222800.0
16561,322400.0
16562,163500.0
16563,274200.0
16564,327300.0
16565,222900.0
16566,240200.0
16567,215100.0
16568,170700.0
16569,162100.0
16570,121400.0
16571,133500.0
16572,152500.0
16573,153200.0
16574,128700.0
16575,132000.0
16576,127300.0
16577,117600.0
16578,119800.0
16579,110400.0
16580,125000.0
16581,147600.0
16582,194800.0
16583,164800.0
16584,141700.0
16585,151300.0
16586,170600.0
16587,103100.0
16588,108300.0
16589,111500.0
16590,112500.0
16591,208100.0
16592,134700.0
16593,196700.0
16594,63000.0
16595,250000.0
16596,294000.0
16597,248700.0
16598,154300.0
16599,90600.0
16600,144900.0
16601,114000.0
16602,140000.0
16603,161700.0
16604,195200.0
16605,256700.0
16606,168100.0
16607,113500.0
16608,158200.0
16609,162700.0
16610,142100.0
16611,206900.0
16612,264600.0
16613,271200.0
16614,320800.0
16615,278800.0
16616,184200.0
16617,188300.0
16618,186200.0
16619,278100.0
16620,279400.0
16621,283600.0
16622,226900.0
16623,266800.0
16624,221100.0
16625,200000.0
16626,227300.0
16627,207800.0
16628,192700.0
16629,215800.0
16630,183200.0
16631,189600.0
16632,266300.0
16633,183900.0
16634,196100.0
16635,317700.0
16636,293900.0
16637,330000.0
16638,204500.0
16639,249600.0
16640,253600.0
16641,195000.0
16642,500001.0
16643,300000.0
16644,328800.0
16645,222900.0
16646,165900.0
16647,258900.0
16648,225900.0
16649,221500.0
16650,251300.0
16651,233300.0
16652,209600.0
16653,206300.0
16654,227100.0
16655,192600.0
16656,174200.0
16657,208200.0
16658,226200.0
16659,231700.0
16660,337000.0
16661,225000.0
16662,247000.0
16663,219300.0
16664,221800.0
16665,239900.0
16666,331600.0
16667,208000.0
16668,262500.0
16669,350000.0
16670,253300.0
16671,233700.0
16672,42500.0
16673,336200.0
16674,380000.0
16675,357800.0
16676,245900.0
16677,236100.0
16678,55000.0
16679,275000.0
16680,295500.0
16681,267600.0
16682,195200.0
16683,156800.0
16684,205400.0
16685,217700.0
16686,163800.0
16687,179700.0
16688,153000.0
16689,197800.0
16690,165400.0
16691,190400.0
16692,162000.0
16693,158500.0
16694,178100.0
16695,209900.0
16696,155800.0
16697,160000.0
16698,268300.0
16699,142100.0
16700,143600.0
16701,178200.0
16702,106300.0
16703,273100.0
16704,280200.0
16705,329700.0
16706,270800.0
16707,315000.0
16708,346100.0
16709,152600.0
16710,144800.0
16711,277300.0
16712,204800.0
16713,181400.0
16714,209100.0
16715,173800.0
16716,175000.0
16717,163900.0
16718,171300.0
16719,166900.0
16720,146400.0
16721,222400.0
16722,205800.0
16723,176100.0
16724,184800.0
16725,225600.0
16726,172100.0
16727,250600.0
16728,292900.0
16729,267500.0
16730,69800.0
16731,158600.0
16732,261600.0
16733,117200.0
16734,253400.0
16735,272200.0
16736,315200.0
16737,214200.0
16738,215300.0
16739,290400.0
16740,281700.0
16741,258100.0
16742,230100.0
16743,233700.0
16744,251500.0
16745,267000.0
16746,238600.0
16747,266700.0
16748,243200.0
16749,238600.0
16750,214300.0
16751,239900.0
16752,235900.0
16753,236500.0
16754,224400.0
16755,232100.0
16756,307000.0
16757,297900.0
16758,314200.0
16759,417600.0
16760,292500.0
16761,266400.0
16762,238000.0
16763,260300.0
16764,287700.0
16765,275600.0
16766,264300.0
16767,277000.0
16768,272800.0
16769,281300.0
16770,239100.0
16771,258800.0
16772,252400.0
16773,257500.0
16774,277700.0
16775,229400.0
16776,256100.0
16777,304500.0
16778,306700.0
16779,268700.0
16780,303700.0
16781,294500.0
16782,270800.0
16783,319700.0
16784,87500.0
16785,238600.0
16786,304300.0
16787,297900.0
16788,146500.0
16789,284700.0
16790,322900.0
16791,246400.0
16792,263300.0
16793,260900.0
16794,280700.0
16795,276200.0
16796,278400.0
16797,252600.0
16798,265600.0
16799,268400.0
16800,226300.0
16801,250700.0
16802,302600.0
16803,273500.0
16804,327600.0
16805,246700.0
16806,242500.0
16807,218800.0
16808,237500.0
16809,233300.0
16810,232400.0
16811,244000.0
16812,281500.0
16813,239800.0
16814,301000.0
16815,272700.0
16816,353300.0
16817,353700.0
16818,262000.0
16819,251200.0
16820,236200.0
16821,272400.0
16822,275000.0
16823,227400.0
16824,263900.0
16825,254100.0
16826,234600.0
16827,228200.0
16828,281000.0
16829,279300.0
16830,262100.0
16831,262500.0
16832,237500.0
16833,241700.0
16834,345500.0
16835,450000.0
16836,270600.0
16837,273000.0
16838,249000.0
16839,325800.0
16840,280400.0
16841,344600.0
16842,302100.0
16843,281300.0
16844,342300.0
16845,344500.0
16846,284100.0
16847,273600.0
16848,341300.0
16849,324700.0
16850,308100.0
16851,137500.0
16852,292900.0
16853,319000.0
16854,306800.0
16855,317900.0
16856,242700.0
16857,253000.0
16858,242500.0
16859,212500.0
16860,144200.0
16861,275000.0
16862,228500.0
16863,229100.0
16864,224200.0
16865,215400.0
16866,318400.0
16867,265100.0
16868,273100.0
16869,336400.0
16870,347400.0
16871,412000.0
16872,405100.0
16873,466900.0
16874,450000.0
16875,422400.0
16876,369300.0
16877,420300.0
16878,387100.0
16879,340900.0
16880,500001.0
16881,500001.0
16882,457700.0
16883,459200.0
16884,500001.0
16885,500001.0
16886,500001.0
16887,450000.0
16888,350000.0
16889,353800.0
16890,378100.0
16891,500000.0
16892,500000.0
16893,500001.0
16894,500001.0
16895,374200.0
16896,434000.0
16897,500001.0
16898,500001.0
16899,386400.0
16900,359900.0
16901,372200.0
16902,410800.0
16903,350600.0
16904,345000.0
16905,375000.0
16906,433800.0
16907,500001.0
16908,500001.0
16909,500001.0
16910,500001.0
16911,500001.0
16912,500001.0
16913,500001.0
16914,500001.0
16915,500001.0
16916,500001.0
16917,500001.0
16918,500001.0
16919,300000.0
16920,318400.0
16921,290000.0
16922,287900.0
16923,285400.0
16924,273000.0
16925,258300.0
16926,267300.0
16927,233100.0
16928,237900.0
16929,234800.0
16930,256300.0
16931,292600.0
16932,250000.0
16933,283300.0
16934,237500.0
16935,500001.0
16936,500001.0
16937,415000.0
16938,500001.0
16939,500001.0
16940,500001.0
16941,500001.0
16942,356900.0
16943,296400.0
16944,369700.0
16945,397100.0
16946,500001.0
16947,407200.0
16948,464600.0
16949,413000.0
16950,453100.0
16951,411200.0
16952,458500.0
16953,480800.0
16954,376600.0
16955,384200.0
16956,376800.0
16957,457200.0
16958,379100.0
16959,340500.0
16960,337800.0
16961,368200.0
16962,396900.0
16963,388200.0
16964,361700.0
16965,387100.0
16966,354100.0
16967,393800.0
16968,385400.0
16969,352800.0
16970,342800.0
16971,272900.0
16972,309700.0
16973,316000.0
16974,330100.0
16975,292900.0
16976,273700.0
16977,271100.0
16978,270900.0
16979,271800.0
16980,276100.0
16981,339400.0
16982,282000.0
16983,289400.0
16984,274800.0
16985,305800.0
16986,443800.0
16987,500001.0
16988,338200.0
16989,376000.0
16990,483300.0
16991,375700.0
16992,292100.0
16993,322200.0
16994,327800.0
16995,500001.0
16996,417300.0
16997,438800.0
16998,419700.0
16999,500001.0
17000,391000.0
17001,404000.0
17002,430300.0
17003,270100.0
17004,293200.0
17005,293200.0
17006,294200.0
17007,298100.0
17008,282400.0
17009,310600.0
17010,438000.0
17011,310900.0
17012,267400.0
17013,286700.0
17014,388100.0
17015,397800.0
17016,435200.0
17017,397900.0
17018,386800.0
17019,417000.0
17020,391000.0
17021,382200.0
17022,435800.0
17023,419200.0
17024,491200.0
17025,339700.0
17026,414800.0
17027,426400.0
17028,256300.0
17029,258100.0
17030,289400.0
17031,253800.0
17032,364900.0
17033,323800.0
17034,341500.0
17035,360500.0
17036,345000.0
17037,349600.0
17038,395500.0
17039,394700.0
17040,374800.0
17041,405000.0
17042,431300.0
17043,500001.0
17044,457200.0
17045,500001.0
17046,451300.0
17047,500001.0
17048,495900.0
17049,500001.0
17050,500001.0
17051,314100.0
17052,440300.0
17053,308800.0
17054,305000.0
17055,383200.0
17056,500001.0
17057,362100.0
17058,361900.0
17059,362700.0
17060,427600.0
17061,265600.0
17062,247200.0
17063,241700.0
17064,225000.0
17065,229500.0
17066,250000.0
17067,500001.0
17068,435900.0
17069,422500.0
17070,311800.0
17071,366000.0
17072,87500.0
17073,265300.0
17074,237500.0
17075,218100.0
17076,270000.0
17077,233600.0
17078,263500.0
17079,267000.0
17080,286900.0
17081,312300.0
17082,278200.0
17083,320800.0
17084,232800.0
17085,202800.0
17086,211000.0
17087,255300.0
17088,322800.0
17089,166700.0
17090,272800.0
17091,267700.0
17092,276600.0
17093,298400.0
17094,318600.0
17095,303100.0
17096,363700.0
17097,333800.0
17098,443300.0
17099,343500.0
17100,496000.0
17101,343600.0
17102,342700.0
17103,395100.0
17104,469900.0
17105,409300.0
17106,500001.0
17107,500001.0
17108,500001.0
17109,500001.0
17110,500001.0
17111,500001.0
17112,500001.0
17113,500001.0
17114,341700.0
17115,352700.0
17116,162600.0
17117,157300.0
17118,500001.0
17119,148900.0
17120,160600.0
17121,159400.0
17122,173400.0
17123,159400.0
17124,159600.0
17125,155700.0
17126,185600.0
17127,166700.0
17128,156600.0
17129,145500.0
17130,151500.0
17131,308600.0
17132,189000.0
17133,326400.0
17134,379600.0
17135,417800.0
17136,412500.0
17137,410200.0
17138,500001.0
17139,500001.0
17140,500001.0
17141,500001.0
17142,460200.0
17143,394300.0
17144,464600.0
17145,500001.0
17146,500001.0
17147,500001.0
17148,500001.0
17149,500001.0
17150,444500.0
17151,472800.0
17152,500001.0
17153,500001.0
17154,500001.0
17155,500001.0
17156,500001.0
17157,500001.0
17158,500001.0
17159,500001.0
17160,500001.0
17161,500001.0
17162,500001.0
17163,500001.0
17164,350000.0
17165,500001.0
17166,500001.0
17167,500001.0
17168,500001.0
17169,500001.0
17170,500001.0
17171,500001.0
17172,500001.0
17173,500001.0
17174,411300.0
17175,334600.0
17176,319200.0
17177,318500.0
17178,364300.0
17179,345100.0
17180,331100.0
17181,368000.0
17182,355800.0
17183,371800.0
17184,500000.0
17185,354300.0
17186,500001.0
17187,456300.0
17188,500001.0
17189,277700.0
17190,319400.0
17191,286100.0
17192,295300.0
17193,450000.0
17194,348700.0
17195,395000.0
17196,327300.0
17197,290900.0
17198,263800.0
17199,500001.0
17200,438400.0
17201,500001.0
17202,357500.0
17203,340400.0
17204,294500.0
17205,279500.0
17206,275000.0
17207,357400.0
17208,320600.0
17209,243800.0
17210,255000.0
17211,267000.0
17212,279200.0
17213,500001.0
17214,443000.0
17215,418400.0
17216,458600.0
17217,320600.0
17218,300000.0
17219,500001.0
17220,381800.0
17221,384400.0
17222,376000.0
17223,293800.0
17224,289900.0
17225,351100.0
17226,415600.0
17227,353000.0
17228,383100.0
17229,500001.0
17230,443600.0
17231,318800.0
17232,280600.0
17233,387700.0
17234,500001.0
17235,500001.0
17236,500001.0
17237,500001.0
17238,463800.0
17239,228100.0
17240,236000.0
17241,251200.0
17242,364300.0
17243,236800.0
17244,241400.0
17245,246700.0
17246,232600.0
17247,293800.0
17248,350000.0
17249,362500.0
17250,253600.0
17251,258300.0
17252,237500.0
17253,246900.0
17254,259100.0
17255,258300.0
17256,247900.0
17257,226500.0
17258,264700.0
17259,250000.0
17260,260100.0
17261,261000.0
17262,252900.0
17263,230800.0
17264,231800.0
17265,335200.0
17266,364000.0
17267,336400.0
17268,326800.0
17269,312500.0
17270,341800.0
17271,395100.0
17272,255000.0
17273,226500.0
17274,236100.0
17275,281300.0
17276,500000.0
17277,283200.0
17278,340400.0
17279,500001.0
17280,261000.0
17281,413900.0
17282,392800.0
17283,335300.0
17284,346200.0
17285,350000.0
17286,335000.0
17287,329400.0
17288,322600.0
17289,500001.0
17290,500001.0
17291,500001.0
17292,500001.0
17293,500001.0
17294,500001.0
17295,500001.0
17296,297400.0
17297,279700.0
17298,301300.0
17299,314300.0
17300,250000.0
17301,346000.0
17302,251000.0
17303,300000.0
17304,248700.0
17305,500001.0
17306,500001.0
17307,425000.0
17308,500001.0
17309,335000.0
17310,500001.0
17311,230600.0
17312,62100.0
17313,400000.0
17314,230800.0
17315,226400.0
17316,227900.0
17317,215200.0
17318,394900.0
17319,290900.0
17320,243100.0
17321,500001.0
17322,309800.0
17323,259800.0
17324,500001.0
17325,289400.0
17326,375000.0
17327,272300.0
17328,367000.0
17329,440000.0
17330,84400.0
17331,390200.0
17332,292900.0
17333,226800.0
17334,150000.0
17335,120100.0
17336,269700.0
17337,275100.0
17338,328700.0
17339,194000.0
17340,114800.0
17341,275000.0
17342,157900.0
17343,158000.0
17344,168100.0
17345,141500.0
17346,326800.0
17347,341200.0
17348,212700.0
17349,144700.0
17350,164000.0
17351,165500.0
17352,162500.0
17353,158000.0
17354,158200.0
17355,158600.0
17356,195700.0
17357,193000.0
17358,157700.0
17359,201700.0
17360,199600.0
17361,158900.0
17362,193600.0
17363,131500.0
17364,146700.0
17365,136100.0
17366,181800.0
17367,133700.0
17368,186500.0
17369,218300.0
17370,128600.0
17371,130100.0
17372,160700.0
17373,162900.0
17374,136900.0
17375,151400.0
17376,132000.0
17377,130800.0
17378,139800.0
17379,148300.0
17380,149800.0
17381,226800.0
17382,152500.0
17383,190100.0
17384,261000.0
17385,137300.0
17386,110300.0
17387,113700.0
17388,129300.0
17389,131300.0
17390,108300.0
17391,112500.0
17392,117600.0
17393,129200.0
17394,113300.0
17395,104200.0
17396,121400.0
17397,90200.0
17398,147200.0
17399,109400.0
17400,87500.0
17401,67500.0
17402,106400.0
17403,98500.0
17404,122700.0
17405,162500.0
17406,120600.0
17407,115500.0
17408,97800.0
17409,83200.0
17410,89100.0
17411,86100.0
17412,73800.0
17413,28300.0
17414,136400.0
17415,118800.0
17416,117500.0
17417,129400.0
17418,120400.0
17419,128100.0
17420,83300.0
17421,163400.0
17422,134600.0
17423,135400.0
17424,111500.0
17425,103300.0
17426,109300.0
17427,130200.0
17428,150700.0
17429,134700.0
17430,134000.0
17431,135300.0
17432,131600.0
17433,87500.0
17434,146600.0
17435,148000.0
17436,138000.0
17437,112500.0
17438,150000.0
17439,172400.0
17440,142400.0
17441,198300.0
17442,135200.0
17443,166600.0
17444,239300.0
17445,172600.0
17446,134400.0
17447,180100.0
17448,142200.0
17449,223100.0
17450,249300.0
17451,207200.0
17452,152700.0
17453,183800.0
17454,290600.0
17455,125800.0
17456,128300.0
17457,307400.0
17458,225000.0
17459,216700.0
17460,37500.0
17461,229500.0
17462,282500.0
17463,223100.0
17464,312200.0
17465,268800.0
17466,280900.0
17467,274300.0
17468,331200.0
17469,276800.0
17470,432200.0
17471,384400.0
17472,348200.0
17473,261400.0
17474,268300.0
17475,271200.0
17476,402600.0
17477,425000.0
17478,316700.0
17479,325000.0
17480,187500.0
17481,334000.0
17482,288900.0
17483,333800.0
17484,198400.0
17485,295400.0
17486,206300.0
17487,112500.0
17488,150000.0
17489,228200.0
17490,260000.0
17491,205000.0
17492,342500.0
17493,500001.0
17494,500001.0
17495,280200.0
17496,271500.0
17497,276400.0
17498,271800.0
17499,353400.0
17500,276200.0
17501,182500.0
17502,186100.0
17503,210700.0
17504,181900.0
17505,237500.0
17506,227100.0
17507,185300.0
17508,245800.0
17509,212500.0
17510,204200.0
17511,239200.0
17512,391300.0
17513,295800.0
17514,301100.0
17515,292200.0
17516,421000.0
17517,330500.0
17518,240900.0
17519,187500.0
17520,330600.0
17521,299500.0
17522,200000.0
17523,209500.0
17524,200000.0
17525,166700.0
17526,162500.0
17527,212500.0
17528,225000.0
17529,187500.0
17530,177500.0
17531,190600.0
17532,350000.0
17533,204200.0
17534,188900.0
17535,199000.0
17536,193000.0
17537,183100.0
17538,170800.0
17539,193800.0
17540,193500.0
17541,174500.0
17542,194400.0
17543,183500.0
17544,325900.0
17545,309000.0
17546,289100.0
17547,302900.0
17548,153700.0
17549,174100.0
17550,183700.0
17551,177300.0
17552,185200.0
17553,175000.0
17554,213600.0
17555,270300.0
17556,205900.0
17557,192500.0
17558,172500.0
17559,169300.0
17560,172500.0
17561,184900.0
17562,184800.0
17563,223600.0
17564,281100.0
17565,220600.0
17566,180800.0
17567,216300.0
17568,167500.0
17569,250000.0
17570,225800.0
17571,184700.0
17572,192600.0
17573,165600.0
17574,198400.0
17575,211300.0
17576,246400.0
17577,280500.0
17578,293000.0
17579,233300.0
17580,229800.0
17581,241100.0
17582,247900.0
17583,292500.0
17584,252800.0
17585,213900.0
17586,234200.0
17587,310100.0
17588,345800.0
17589,332600.0
17590,340000.0
17591,345900.0
17592,327600.0
17593,344700.0
17594,265000.0
17595,235200.0
17596,262800.0
17597,283300.0
17598,284800.0
17599,247400.0
17600,296600.0
17601,312000.0
17602,247000.0
17603,274100.0
17604,282300.0
17605,331600.0
17606,286600.0
17607,424600.0
17608,283300.0
17609,344600.0
17610,320500.0
17611,426900.0
17612,351400.0
17613,288200.0
17614,346700.0
17615,376200.0
17616,214000.0
17617,240000.0
17618,327500.0
17619,278100.0
17620,211900.0
17621,236900.0
17622,238000.0
17623,264200.0
17624,248700.0
17625,264700.0
17626,332800.0
17627,291300.0
17628,230700.0
17629,258500.0
17630,240500.0
17631,308800.0
17632,253500.0
17633,255100.0
17634,281000.0
17635,397000.0
17636,282100.0
17637,232000.0
17638,337300.0
17639,320000.0
17640,255600.0
17641,240400.0
17642,250000.0
17643,263600.0
17644,283300.0
17645,267200.0
17646,261100.0
17647,255200.0
17648,316500.0
17649,231700.0
17650,218600.0
17651,204700.0
17652,225900.0
17653,240300.0
17654,264500.0
17655,234800.0
17656,268800.0
17657,365400.0
17658,302900.0
17659,313100.0
17660,281900.0
17661,267400.0
17662,289000.0
17663,263300.0
17664,240900.0
17665,184900.0
17666,175800.0
17667,177600.0
17668,164200.0
17669,112500.0
17670,215900.0
17671,152400.0
17672,112500.0
17673,191100.0
17674,173400.0
17675,172800.0
17676,192600.0
17677,127900.0
17678,188100.0
17679,176300.0
17680,212800.0
17681,228000.0
17682,249600.0
17683,178400.0
17684,87500.0
17685,185800.0
17686,178600.0
17687,191900.0
17688,160400.0
17689,166100.0
17690,232700.0
17691,235800.0
17692,253100.0
17693,217000.0
17694,176400.0
17695,123500.0
17696,115200.0
17697,178600.0
17698,183100.0
17699,179500.0
17700,191000.0
17701,222800.0
17702,165300.0
17703,177500.0
17704,219400.0
17705,139700.0
17706,212500.0
17707,164900.0
17708,231400.0
17709,175800.0
17710,181000.0
17711,343000.0
17712,231400.0
17713,263900.0
17714,262400.0
17715,223300.0
17716,338400.0
17717,500001.0
17718,355300.0
17719,348400.0
17720,378200.0
17721,277800.0
17722,231000.0
17723,283700.0
17724,359500.0
17725,224200.0
17726,217400.0
17727,227600.0
17728,241900.0
17729,241300.0
17730,286200.0
17731,186500.0
17732,209900.0
17733,164500.0
17734,235600.0
17735,235600.0
17736,232000.0
17737,235700.0
17738,271500.0
17739,241900.0
17740,241000.0
17741,362700.0
17742,292200.0
17743,302600.0
17744,277900.0
17745,335500.0
17746,133700.0
17747,294700.0
17748,221000.0
17749,165000.0
17750,160100.0
17751,163600.0
17752,179000.0
17753,182400.0
17754,195300.0
17755,172600.0
17756,185500.0
17757,192800.0
17758,240700.0
17759,162900.0
17760,173600.0
17761,193400.0
17762,182500.0
17763,194500.0
17764,182100.0
17765,153300.0
17766,137500.0
17767,164000.0
17768,160100.0
17769,182200.0
17770,210300.0
17771,140100.0
17772,159600.0
17773,128600.0
17774,205900.0
17775,156800.0
17776,201800.0
17777,286500.0
17778,229900.0
17779,209900.0
17780,195800.0
17781,184800.0
17782,209100.0
17783,182400.0
17784,187500.0
17785,214800.0
17786,196300.0
17787,171700.0
17788,183800.0
17789,178600.0
17790,215200.0
17791,213100.0
17792,167600.0
17793,161500.0
17794,167900.0
17795,456500.0
17796,286200.0
17797,330800.0
17798,416700.0
17799,320900.0
17800,328000.0
17801,325600.0
17802,374100.0
17803,259700.0
17804,246800.0
17805,163500.0
17806,269100.0
17807,273900.0
17808,273700.0
17809,351600.0
17810,268400.0
17811,229800.0
17812,258100.0
17813,276600.0
17814,329400.0
17815,320700.0
17816,288500.0
17817,348300.0
17818,150000.0
17819,500001.0
17820,187500.0
17821,333700.0
17822,335600.0
17823,181100.0
17824,425000.0
17825,257400.0
17826,271400.0
17827,272700.0
17828,267800.0
17829,258500.0
17830,265300.0
17831,243200.0
17832,178900.0
17833,199100.0
17834,266900.0
17835,267000.0
17836,263600.0
17837,299400.0
17838,265500.0
17839,441000.0
17840,422800.0
17841,245800.0
17842,204100.0
17843,254200.0
17844,367900.0
17845,264500.0
17846,248700.0
17847,226900.0
17848,264800.0
17849,261100.0
17850,186900.0
17851,144000.0
17852,226400.0
17853,237900.0
17854,500001.0
17855,500001.0
17856,254400.0
17857,311200.0
17858,500001.0
17859,220700.0
17860,226800.0
17861,276200.0
17862,320500.0
17863,174100.0
17864,228700.0
17865,225000.0
17866,252200.0
17867,225800.0
17868,255100.0
17869,212500.0
17870,224900.0
17871,225000.0
17872,158000.0
17873,112500.0
17874,226700.0
17875,235300.0
17876,230700.0
17877,226800.0
17878,137500.0
17879,81300.0
17880,232400.0
17881,236900.0
17882,47500.0
17883,229800.0
17884,238000.0
17885,255500.0
17886,219300.0
17887,264100.0
17888,87500.0
17889,137500.0
17890,112500.0
17891,67500.0
17892,199700.0
17893,137500.0
17894,208300.0
17895,208600.0
17896,235600.0
17897,234100.0
17898,218500.0
17899,215400.0
17900,252100.0
17901,217500.0
17902,237500.0
17903,254500.0
17904,271200.0
17905,269900.0
17906,264500.0
17907,261400.0
17908,258300.0
17909,247600.0
17910,242700.0
17911,287200.0
17912,281900.0
17913,254600.0
17914,298300.0
17915,270300.0
17916,261800.0
17917,282200.0
17918,261100.0
17919,238900.0
17920,198400.0
17921,212200.0
17922,240000.0
17923,287100.0
17924,238700.0
17925,307400.0
17926,262900.0
17927,251300.0
17928,266100.0
17929,287100.0
17930,279900.0
17931,244400.0
17932,231600.0
17933,244000.0
17934,235500.0
17935,237900.0
17936,236100.0
17937,286500.0
17938,229300.0
17939,250000.0
17940,257600.0
17941,251100.0
17942,246100.0
17943,256100.0
17944,275900.0
17945,294700.0
17946,288300.0
17947,276900.0
17948,255400.0
17949,254100.0
17950,288300.0
17951,252600.0
17952,247800.0
17953,330500.0
17954,302400.0
17955,315600.0
17956,302100.0
17957,287600.0
17958,294300.0
17959,313900.0
17960,285800.0
17961,335900.0
17962,342000.0
17963,355200.0
17964,279800.0
17965,217700.0
17966,288900.0
17967,288300.0
17968,339600.0
17969,237500.0
17970,227700.0
17971,263200.0
17972,281900.0
17973,264600.0
17974,365500.0
17975,290900.0
17976,267500.0
17977,314900.0
17978,277300.0
17979,270500.0
17980,307000.0
17981,329500.0
17982,332500.0
17983,293000.0
17984,262500.0
17985,267500.0
17986,227300.0
17987,212500.0
17988,214100.0
17989,181300.0
17990,262500.0
17991,234300.0
17992,260000.0
17993,242900.0
17994,283200.0
17995,283000.0
17996,264900.0
17997,280400.0
17998,296100.0
17999,277300.0
18000,269100.0
18001,272600.0
18002,275000.0
18003,273500.0
18004,344100.0
18005,303400.0
18006,275000.0
18007,283000.0
18008,300300.0
18009,265300.0
18010,278000.0
18011,269400.0
18012,298900.0
18013,273900.0
18014,269100.0
18015,286800.0
18016,255100.0
18017,333300.0
18018,332000.0
18019,413500.0
18020,405400.0
18021,430900.0
18022,371900.0
18023,268200.0
18024,252600.0
18025,234200.0
18026,243200.0
18027,260100.0
18028,245300.0
18029,274600.0
18030,272000.0
18031,279400.0
18032,290500.0
18033,363800.0
18034,335900.0
18035,281200.0
18036,271800.0
18037,405000.0
18038,500001.0
18039,476400.0
18040,445900.0
18041,500001.0
18042,500001.0
18043,500001.0
18044,436100.0
18045,396300.0
18046,500001.0
18047,339300.0
18048,367800.0
18049,340700.0
18050,347800.0
18051,442500.0
18052,500001.0
18053,500001.0
18054,496400.0
18055,500001.0
18056,500001.0
18057,415800.0
18058,500001.0
18059,500001.0
18060,500001.0
18061,500001.0
18062,500001.0
18063,500001.0
18064,500001.0
18065,500001.0
18066,500001.0
18067,500001.0
18068,500001.0
18069,500001.0
18070,500001.0
18071,500001.0
18072,346100.0
18073,500001.0
18074,335900.0
18075,500001.0
18076,500001.0
18077,500001.0
18078,500001.0
18079,500001.0
18080,500001.0
18081,500001.0
18082,500001.0
18083,498800.0
18084,380800.0
18085,455500.0
18086,500001.0
18087,500001.0
18088,420000.0
18089,500001.0
18090,500001.0
18091,485300.0
18092,368900.0
18093,396200.0
18094,288300.0
18095,416300.0
18096,474700.0
18097,436400.0
18098,351200.0
18099,431400.0
18100,393800.0
18101,355100.0
18102,417000.0
18103,345900.0
18104,409100.0
18105,411300.0
18106,380600.0
18107,332000.0
18108,372700.0
18109,400700.0
18110,275700.0
18111,326300.0
18112,335300.0
18113,341400.0
18114,332500.0
18115,354600.0
18116,341900.0
18117,348300.0
18118,340100.0
18119,404800.0
18120,244500.0
18121,332700.0
18122,284000.0
18123,242200.0
18124,373600.0
18125,412300.0
18126,231200.0
18127,360600.0
18128,338700.0
18129,365700.0
18130,354400.0
18131,350000.0
18132,344700.0
18133,451800.0
18134,352100.0
18135,289500.0
18136,333000.0
18137,343100.0
18138,351500.0
18139,344200.0
18140,388100.0
18141,423900.0
18142,416500.0
18143,451400.0
18144,431600.0
18145,432600.0
18146,292900.0
18147,370100.0
18148,447300.0
18149,342400.0
18150,225000.0
18151,271500.0
18152,291400.0
18153,316900.0
